time (min.),CM mean,Outside cochlear aqueduct mean,Cochlear aqueduct mean,Cochlea mean,CM stdev,Outside cochlear aqueduct stdev,Cochlear aqueduct stdev,Cochlea stdev
-2.5,0.321698,0.189173,0.0736828,0.3452,0.0980296,0.0690869,0.0235886,0.134641
-1.5,1.72747,3.68729,3.29957,2.5821,2.35802,2.39489,3.56718,2.42566
-0.5,3.73615,1.59611,3.74167,2.33288,3.02985,1.57518,1.99826,2.68475
0.5,1.97039,0.85607,2.12963,1.75078,4.6651,1.28682,1.4482,2.19809
1.5,26.5045,4.49695,8.27589,2.82305,39.6269,2.84161,6.57123,3.48987
2.5,116.492,97.1382,184.636,4.81007,92.2569,36.2718,113.887,8.26628
3.5,111.979,97.2155,180.905,20.399,116.978,115.988,38.2462,47.2939
4.5,84.2736,41.4395,127.476,42.3376,55.5369,48.5545,54.7735,105.029
5.5,123.785,29.733,107.84,64.4529,73.1784,27.6572,55.5605,143.494
6.5,143.321,43.0227,98.3672,83.8381,86.2192,54.911,55.3569,167.013
7.5,150.192,44.0257,112.73,97.8516,94.5289,40.7417,54.5278,181.221
8.5,156.925,42.984,98.3456,109.237,97.5378,34.8652,55.2325,190.477
9.5,162.184,38.3375,91.1588,117.87,100.91,35.5011,57.4287,194.667
10.5,168.38,37.7728,95.6714,127.274,108.182,32.8718,55.8212,199.423
11.5,177.871,38.8584,93.3531,133.924,116.95,32.8556,59.3497,203.051
12.5,187.542,42.6591,95.5259,141.988,123.738,34.7893,61.7635,203.8
13.5,189.048,47.7852,138.539,149.196,121.577,33.7126,66.612,203.537
14.5,180.263,84.6452,213.868,156.158,124.182,33.7027,78.2454,204.99
15.5,226.751,134.903,249.463,161.025,169.189,56.523,82.4079,202.81
16.5,266.839,133.91,273.865,169.651,190.915,63.1796,79.3735,204.192
17.5,331.956,140.599,274.22,177.589,214.054,64.9612,77.894,203.016
18.5,356.296,151.831,306.348,182.482,196.072,43.379,84.7019,201.486
19.5,388.938,157.878,308.343,188.28,180.628,37.8371,81.8287,201.19
20.5,423.903,195.22,325.013,193.098,182.913,35.4609,96.4245,196.72
21.5,437.118,222.697,321.768,198.051,179.294,45.0529,89.7532,195.161
22.5,450.256,216.227,317.552,203.571,180.478,42.4297,87.0412,194.876
23.5,472.818,216.55,307.771,208.594,189.51,41.5661,83.0199,194.715
24.5,481.033,240.249,288.006,213.533,186.026,54.642,62.7565,192.029
25.5,482.561,280.249,294.891,224.215,183.192,54.3476,66.8102,194.903
26.5,483.511,308.208,289.802,229.034,177.259,59.5919,69.4718,190.761
27.5,481.044,312.339,299.377,233.93,177.73,54.2948,63.524,191.938
28.5,486.076,333.279,294.406,239.981,183.227,68.3377,75.5725,194.195
29.5,468.355,360.23,283.65,241.335,167.157,59.4535,74.258,190.991
30.5,456.665,381.854,315.271,237.041,161.392,75.9061,57.2243,186.671
31.5,440.561,394.594,305.949,241.886,153.314,72.7952,62.1717,187.246
32.5,445.91,363.763,294.46,249.239,152.22,55.2331,67.8115,185.364
33.5,436.917,377.914,308.817,250.215,158.678,66.425,64.4982,184.629
34.5,418.46,416.225,294.708,251.458,158.443,71.1658,72.5971,185.394
35.5,419.257,366.158,288.761,251.262,162.307,63.2117,63.8033,181.041
36.5,418.344,394.019,288.944,262.25,170.158,63.9845,78.1454,192.496
37.5,406.352,369.407,273.369,257.662,156.694,60.7203,72.7417,182.448
38.5,400.367,326.276,272.344,257.731,153.574,48.7136,70.6767,180.597
39.5,385.576,345.553,269.33,263.719,153.144,54.6725,73.2472,180.255
40.5,378.052,325.606,284.869,256.136,147.611,54.3618,50.6782,173.814
41.5,379.076,311.375,271.261,258.527,138.871,43.9596,65.7548,171.024
42.5,366.096,294.828,268.662,257.768,130.749,40.4394,61.8677,173.006
43.5,354.763,316.614,283.461,258.866,131.171,51.8809,55.4509,169.382
44.5,351.272,316.21,281.736,259.702,134.445,53.3594,52.5527,168.157
45.5,347.48,306.633,263.605,262.345,131.407,52.5564,66.476,170.003
46.5,345.438,291.858,253.372,260.764,128.033,46.887,65.1733,169.229
47.5,337.868,265.823,270.446,259.584,123.226,44.0303,62.9958,165.503
48.5,331.564,263.174,265.804,258.554,120.835,39.9838,62.8877,165.289
49.5,325.608,250.127,261.588,258.701,119.496,44.3367,57.6293,164.682
50.5,324.131,273.633,248.358,261.729,120.485,52.2016,64.0375,163.963
51.5,316.942,241.038,271.643,257.49,113.778,41.4064,56.7482,162.565
52.5,316.599,270.18,266.71,260.576,117.588,52.4669,58.093,163.67
53.5,316.699,247.128,251.285,262.517,114.95,45.2773,61.7913,165.484
54.5,308.623,274.144,260.246,259.147,111.272,49.4872,62.5047,159.492
55.5,301.686,253.301,254.25,257.877,111.686,44.4947,54.6831,158.609
56.5,293.256,265.539,267.228,257.241,104.833,54.4932,57.9656,158.442
57.5,295.791,276.083,260.844,257.983,106.126,61.1659,54.3362,159.32
58.5,295.849,293.16,260.499,261.544,108.716,59.6061,61.9138,158.815
59.5,297.19,285.409,260.984,258.09,106.801,62.491,48.8871,156.038
60.5,280.83,303.013,265.971,256.91,102.496,64.2318,53.123,154.575
61.5,288.395,268.497,261.572,258.602,106.077,63.6791,53.8329,153.871
62.5,282.358,284.202,265.756,258.727,103.563,67.65,51.2793,153.89
63.5,286.491,293.418,250.493,260.522,103.145,68.4966,60.4416,156.353
64.5,290.44,299.253,257.895,255.21,105.015,66.4308,58.7655,150.996
65.5,284.038,282.199,249.333,258.879,100.413,74.3843,53.4301,153.402
66.5,283.317,302.208,254.186,257.408,101.119,74.2273,57.1452,154.113
67.5,277.009,276.699,253.884,257.309,102.791,62.6735,51.561,150.97
68.5,280.051,268.698,255.162,256.431,101.429,49.5983,56.18,148.595
69.5,274.093,292.812,263.222,258.652,98.9972,70.6301,57.5768,151.114
70.5,285.308,288.996,258.936,257.539,100.627,74.3083,61.707,152.253
71.5,275.984,278.811,256.989,255.11,97.004,62.3288,56.4912,147.912
72.5,271.777,272.736,251.474,255.1,97.8302,66.1143,53.7762,147.565
73.5,277.24,273.806,248.843,254.957,97.0989,74.654,59.0363,150.036
74.5,270.12,281.66,245.921,255.751,95.0663,73.1236,54.5756,148.982
75.5,270.833,291.149,247.824,255.183,96.6318,83.9451,62.2509,148.413
76.5,272.83,276.526,247.662,253.594,94.8605,72.8081,51.9249,145.723
77.5,263.348,270.265,256.488,251.79,95.7366,73.3921,56.1061,144.567
78.5,263.782,284.52,243.252,251.739,94.2916,72.0807,52.5026,143.472
79.5,266.191,285.551,248.341,250.855,95.905,72.4815,53.0682,143.99
80.5,265.585,285.896,253.393,249.921,97.0377,75.6628,54.1168,142.375
81.5,269.577,293.261,232.916,249.061,97.8128,79.2452,58.0633,143.014
82.5,272.313,289.014,241.715,248.329,98.5909,71.7514,60.6434,142.13
83.5,266.659,277.955,242.449,250.134,95.446,69.117,58.7193,144.038
84.5,263.345,286.647,237.116,247.547,93.4684,79.3659,53.8288,142.68
85.5,264.883,287.413,233.326,249.564,97.1648,74.7499,61.0749,144.125
86.5,265.739,281.825,239.715,248.76,98.7098,70.5813,52.7976,142.745
87.5,260.18,277.096,242.427,245.231,93.4076,77.4529,53.6666,138.611
88.5,262.617,299.993,233.337,245.796,95.6761,76.6148,56.4196,138.475
89.5,264.506,276.75,238.071,246.36,95.4465,70.7787,52.8414,138.159
90.5,260.001,313.095,233.143,247.268,92.95,84.7636,57.4343,141.548
